currency,date,value
dkk,2010-07-19,7.4529
dkk,2010-07-20,7.452
dkk,2010-07-21,7.4519
dkk,2010-07-22,7.4519
dkk,2010-07-23,7.452
dkk,2010-07-26,7.4526
dkk,2010-07-27,7.453
dkk,2010-07-28,7.452
dkk,2010-07-29,7.4501
dkk,2010-07-30,7.451
dkk,2010-08-02,7.4507
dkk,2010-08-03,7.4501
dkk,2010-08-04,7.4513
dkk,2010-08-05,7.4513
dkk,2010-08-06,7.4515
dkk,2010-08-09,7.4509
dkk,2010-08-10,7.4501
dkk,2010-08-11,7.4504
dkk,2010-08-12,7.4507
dkk,2010-08-13,7.4504
dkk,2010-08-16,7.4498
dkk,2010-08-17,7.4492
dkk,2010-08-18,7.4497
dkk,2010-08-19,7.4506
dkk,2010-08-20,7.4506
dkk,2010-08-23,7.4494
dkk,2010-08-24,7.4487
dkk,2010-08-25,7.4475
dkk,2010-08-26,7.4469
dkk,2010-08-27,7.4481
dkk,2010-08-30,7.4468
dkk,2010-08-31,7.4448
dkk,2010-09-01,7.4446
dkk,2010-09-02,7.4447
dkk,2010-09-03,7.4449
dkk,2010-09-06,7.4459
dkk,2010-09-07,7.4449
dkk,2010-09-08,7.4457
dkk,2010-09-09,7.4461
dkk,2010-09-10,7.4452
dkk,2010-09-13,7.4466
dkk,2010-09-14,7.4461
dkk,2010-09-15,7.4471
dkk,2010-09-16,7.4463
dkk,2010-09-17,7.4468
dkk,2010-09-20,7.4474
dkk,2010-09-21,7.4489
dkk,2010-09-22,7.4499
dkk,2010-09-23,7.4496
dkk,2010-09-24,7.4505
dkk,2010-09-27,7.4503
dkk,2010-09-28,7.4515
dkk,2010-09-29,7.4517
dkk,2010-09-30,7.4519
dkk,2010-10-01,7.4523
dkk,2010-10-04,7.4541
dkk,2010-10-05,7.4549
dkk,2010-10-06,7.4547
dkk,2010-10-07,7.4561
dkk,2010-10-08,7.4562
dkk,2010-10-11,7.4577
dkk,2010-10-12,7.4569
dkk,2010-10-13,7.4565
dkk,2010-10-14,7.4571
dkk,2010-10-15,7.4564
dkk,2010-10-18,7.4575
dkk,2010-10-19,7.4574
dkk,2010-10-20,7.4581
dkk,2010-10-21,7.4584
dkk,2010-10-22,7.4577
dkk,2010-10-25,7.4579
dkk,2010-10-26,7.4577
dkk,2010-10-27,7.4585
dkk,2010-10-28,7.4584
dkk,2010-10-29,7.4562
dkk,2010-11-01,7.4569
dkk,2010-11-02,7.4564
dkk,2010-11-03,7.4553
dkk,2010-11-04,7.4547
dkk,2010-11-05,7.4536
dkk,2010-11-08,7.4535
dkk,2010-11-09,7.4544
dkk,2010-11-10,7.4534
dkk,2010-11-11,7.4538
dkk,2010-11-12,7.4542
dkk,2010-11-15,7.4541
dkk,2010-11-16,7.4547
dkk,2010-11-17,7.455
dkk,2010-11-18,7.4549
dkk,2010-11-19,7.4554
dkk,2010-11-22,7.4561
dkk,2010-11-23,7.4553
dkk,2010-11-24,7.4548
dkk,2010-11-25,7.4558
dkk,2010-11-26,7.454
dkk,2010-11-29,7.4543
dkk,2010-11-30,7.4529
dkk,2010-12-01,7.4528
dkk,2010-12-02,7.4521
dkk,2010-12-03,7.4529
dkk,2010-12-06,7.4525
dkk,2010-12-07,7.4527
dkk,2010-12-08,7.4545
dkk,2010-12-09,7.4555
dkk,2010-12-10,7.4548
dkk,2010-12-13,7.4545
dkk,2010-12-14,7.4536
dkk,2010-12-15,7.4516
dkk,2010-12-16,7.4503
dkk,2010-12-17,7.4498
dkk,2010-12-20,7.4499
dkk,2010-12-21,7.4507
dkk,2010-12-22,7.4521
dkk,2010-12-23,7.453
dkk,2010-12-24,7.4527
dkk,2010-12-27,7.4532
dkk,2010-12-28,7.4544
dkk,2010-12-29,7.4528
dkk,2010-12-30,7.4544
dkk,2010-12-31,7.4535
dkk,2011-01-03,7.4531
dkk,2011-01-04,7.4533
dkk,2011-01-05,7.4527
dkk,2011-01-06,7.4517
dkk,2011-01-07,7.4503
dkk,2011-01-10,7.4494
dkk,2011-01-11,7.45
dkk,2011-01-12,7.4496
dkk,2011-01-13,7.45
dkk,2011-01-14,7.4498
dkk,2011-01-17,7.45
dkk,2011-01-18,7.4509
dkk,2011-01-19,7.4513
dkk,2011-01-20,7.4518
dkk,2011-01-21,7.4533
dkk,2011-01-24,7.453
dkk,2011-01-25,7.4539
dkk,2011-01-26,7.4523
dkk,2011-01-27,7.4538
dkk,2011-01-28,7.454
dkk,2011-01-31,7.4544
dkk,2011-02-01,7.4548
dkk,2011-02-02,7.4549
dkk,2011-02-03,7.4557
dkk,2011-02-04,7.4544
dkk,2011-02-07,7.4546
dkk,2011-02-08,7.4546
dkk,2011-02-09,7.456
dkk,2011-02-10,7.4559
dkk,2011-02-11,7.4566
dkk,2011-02-14,7.4568
dkk,2011-02-15,7.4567
dkk,2011-02-16,7.4563
dkk,2011-02-17,7.4555
dkk,2011-02-18,7.4546
dkk,2011-02-21,7.4553
dkk,2011-02-22,7.4554
dkk,2011-02-23,7.4551
dkk,2011-02-24,7.4547
dkk,2011-02-25,7.4553
dkk,2011-02-28,7.4564
dkk,2011-03-01,7.4559
dkk,2011-03-02,7.4559
dkk,2011-03-03,7.4564
dkk,2011-03-04,7.4569
dkk,2011-03-07,7.4572
dkk,2011-03-08,7.4576
dkk,2011-03-09,7.458
dkk,2011-03-10,7.4581
dkk,2011-03-11,7.4582
dkk,2011-03-14,7.4584
dkk,2011-03-15,7.4587
dkk,2011-03-16,7.4586
dkk,2011-03-17,7.4586
dkk,2011-03-18,7.4568
dkk,2011-03-21,7.4571
dkk,2011-03-22,7.4572
dkk,2011-03-23,7.4573
dkk,2011-03-24,7.4572
dkk,2011-03-25,7.458
dkk,2011-03-28,7.4574
dkk,2011-03-29,7.4574
dkk,2011-03-30,7.4573
dkk,2011-03-31,7.4567
dkk,2011-04-01,7.4564
dkk,2011-04-04,7.4567
dkk,2011-04-05,7.4573
dkk,2011-04-06,7.4569
dkk,2011-04-07,7.4571
dkk,2011-04-08,7.4572
dkk,2011-04-11,7.4574
dkk,2011-04-12,7.4584
dkk,2011-04-13,7.4584
dkk,2011-04-14,7.4586
dkk,2011-04-15,7.4581
dkk,2011-04-18,7.4583
dkk,2011-04-19,7.4576
dkk,2011-04-20,7.4576
dkk,2011-04-21,7.4573
dkk,2011-04-26,7.4566
dkk,2011-04-27,7.4558
dkk,2011-04-28,7.4574
dkk,2011-04-29,7.4576
dkk,2011-05-02,7.4574
dkk,2011-05-03,7.4568
dkk,2011-05-04,7.4568
dkk,2011-05-05,7.4572
dkk,2011-05-06,7.457
dkk,2011-05-09,7.457
dkk,2011-05-10,7.4563
dkk,2011-05-11,7.4559
dkk,2011-05-12,7.4562
dkk,2011-05-13,7.4558
dkk,2011-05-16,7.4564
dkk,2011-05-17,7.4566
dkk,2011-05-18,7.4573
dkk,2011-05-19,7.4577
dkk,2011-05-20,7.4565
dkk,2011-05-23,7.4561
dkk,2011-05-24,7.4566
dkk,2011-05-25,7.4569
dkk,2011-05-26,7.4567
dkk,2011-05-27,7.4562
dkk,2011-05-30,7.456
dkk,2011-05-31,7.4561
dkk,2011-06-01,7.455
dkk,2011-06-02,7.4553
dkk,2011-06-03,7.4551
dkk,2011-06-06,7.4556
dkk,2011-06-07,7.4568
dkk,2011-06-08,7.4571
dkk,2011-06-09,7.4579
dkk,2011-06-10,7.4578
dkk,2011-06-13,7.4587
dkk,2011-06-14,7.459
dkk,2011-06-15,7.4591
dkk,2011-06-16,7.4588
dkk,2011-06-17,7.4592
dkk,2011-06-20,7.4594
dkk,2011-06-21,7.4587
dkk,2011-06-22,7.4584
dkk,2011-06-23,7.4582
dkk,2011-06-24,7.4587
dkk,2011-06-27,7.458
dkk,2011-06-28,7.459
dkk,2011-06-29,7.4592
dkk,2011-06-30,7.4587
dkk,2011-07-01,7.4589
dkk,2011-07-04,7.4594
dkk,2011-07-05,7.4591
dkk,2011-07-06,7.4589
dkk,2011-07-07,7.459
dkk,2011-07-08,7.4587
dkk,2011-07-11,7.4584
dkk,2011-07-12,7.4579
dkk,2011-07-13,7.4571
dkk,2011-07-14,7.4571
dkk,2011-07-15,7.4568
dkk,2011-07-18,7.4567
dkk,2011-07-19,7.4564
dkk,2011-07-20,7.4553
dkk,2011-07-21,7.4542
dkk,2011-07-22,7.4536
dkk,2011-07-25,7.4534
dkk,2011-07-26,7.4531
dkk,2011-07-27,7.4525
dkk,2011-07-28,7.4497
dkk,2011-07-29,7.4494
dkk,2011-08-01,7.4501
dkk,2011-08-02,7.449
dkk,2011-08-03,7.4488
dkk,2011-08-04,7.4486
dkk,2011-08-05,7.4489
dkk,2011-08-08,7.4494
dkk,2011-08-09,7.4497
dkk,2011-08-10,7.4508
dkk,2011-08-11,7.4506
dkk,2011-08-12,7.4491
dkk,2011-08-15,7.4492
dkk,2011-08-16,7.4495
dkk,2011-08-17,7.4499
dkk,2011-08-18,7.4506
dkk,2011-08-19,7.4487
dkk,2011-08-22,7.4484
dkk,2011-08-23,7.4498
dkk,2011-08-24,7.4499
dkk,2011-08-25,7.4496
dkk,2011-08-26,7.4509
dkk,2011-08-29,7.4508
dkk,2011-08-30,7.4512
dkk,2011-08-31,7.4512
dkk,2011-09-01,7.45
dkk,2011-09-02,7.4496
dkk,2011-09-05,7.449
dkk,2011-09-06,7.4492
dkk,2011-09-07,7.4477
dkk,2011-09-08,7.4478
dkk,2011-09-09,7.4473
dkk,2011-09-12,7.4472
dkk,2011-09-13,7.4476
dkk,2011-09-14,7.448
dkk,2011-09-15,7.4476
dkk,2011-09-16,7.4479
dkk,2011-09-19,7.4473
dkk,2011-09-20,7.4471
dkk,2011-09-21,7.4472
dkk,2011-09-22,7.4458
dkk,2011-09-23,7.4421
dkk,2011-09-26,7.4427
dkk,2011-09-27,7.4413
dkk,2011-09-28,7.441
dkk,2011-09-29,7.4422
dkk,2011-09-30,7.4417
dkk,2011-10-03,7.4423
dkk,2011-10-04,7.4426
dkk,2011-10-05,7.4434
dkk,2011-10-06,7.4428
dkk,2011-10-07,7.4439
dkk,2011-10-10,7.4434
dkk,2011-10-11,7.4435
dkk,2011-10-12,7.4444
dkk,2011-10-13,7.445
dkk,2011-10-14,7.4456
dkk,2011-10-17,7.4453
dkk,2011-10-18,7.4456
dkk,2011-10-19,7.4455
dkk,2011-10-20,7.445
dkk,2011-10-21,7.4456
dkk,2011-10-24,7.4452
dkk,2011-10-25,7.4452
dkk,2011-10-26,7.4445
dkk,2011-10-27,7.4441
dkk,2011-10-28,7.4427
dkk,2011-10-31,7.442
dkk,2011-11-01,7.4414
dkk,2011-11-02,7.441
dkk,2011-11-03,7.4411
dkk,2011-11-04,7.4427
dkk,2011-11-07,7.4438
dkk,2011-11-08,7.4445
dkk,2011-11-09,7.4446
dkk,2011-11-10,7.442
dkk,2011-11-11,7.4422
dkk,2011-11-14,7.443
dkk,2011-11-15,7.4427
dkk,2011-11-16,7.4425
dkk,2011-11-17,7.4427
dkk,2011-11-18,7.4426
dkk,2011-11-21,7.4426
dkk,2011-11-22,7.4421
dkk,2011-11-23,7.4387
dkk,2011-11-24,7.437
dkk,2011-11-25,7.4372
dkk,2011-11-28,7.4375
dkk,2011-11-29,7.4377
dkk,2011-11-30,7.437
dkk,2011-12-01,7.433
dkk,2011-12-02,7.4332
dkk,2011-12-05,7.4353
dkk,2011-12-06,7.4348
dkk,2011-12-07,7.4345
dkk,2011-12-08,7.4344
dkk,2011-12-09,7.4349
dkk,2011-12-12,7.4361
dkk,2011-12-13,7.4366
dkk,2011-12-14,7.4326
dkk,2011-12-15,7.4322
dkk,2011-12-16,7.4336
dkk,2011-12-19,7.4318
dkk,2011-12-20,7.4338
dkk,2011-12-21,7.4339
dkk,2011-12-22,7.4336
dkk,2011-12-23,7.4339
dkk,2011-12-27,7.433
dkk,2011-12-28,7.4358
dkk,2011-12-29,7.4343
dkk,2011-12-30,7.4342
dkk,2012-01-02,7.4335
dkk,2012-01-03,7.436
dkk,2012-01-04,7.4361
dkk,2012-01-05,7.436
dkk,2012-01-06,7.435
dkk,2012-01-09,7.4356
dkk,2012-01-10,7.4355
dkk,2012-01-11,7.4363
dkk,2012-01-12,7.4366
dkk,2012-01-13,7.4365
dkk,2012-01-16,7.4349
dkk,2012-01-17,7.4353
dkk,2012-01-18,7.4357
dkk,2012-01-19,7.4358
dkk,2012-01-20,7.4362
dkk,2012-01-23,7.4358
dkk,2012-01-24,7.4352
dkk,2012-01-25,7.4343
dkk,2012-01-26,7.4343
dkk,2012-01-27,7.4335
dkk,2012-01-30,7.4341
dkk,2012-01-31,7.4346
dkk,2012-02-01,7.4337
dkk,2012-02-02,7.4335
dkk,2012-02-03,7.4333
dkk,2012-02-06,7.4342
dkk,2012-02-07,7.4336
dkk,2012-02-08,7.4328
dkk,2012-02-09,7.432
dkk,2012-02-10,7.4322
dkk,2012-02-13,7.4329
dkk,2012-02-14,7.4333
dkk,2012-02-15,7.4324
dkk,2012-02-16,7.4331
dkk,2012-02-17,7.4334
dkk,2012-02-20,7.4339
dkk,2012-02-21,7.4358
dkk,2012-02-22,7.4363
dkk,2012-02-23,7.4374
dkk,2012-02-24,7.4362
dkk,2012-02-27,7.436
dkk,2012-02-28,7.4355
dkk,2012-02-29,7.4356
dkk,2012-03-01,7.4346
dkk,2012-03-02,7.4346
dkk,2012-03-05,7.4341
dkk,2012-03-06,7.4344
dkk,2012-03-07,7.4345
dkk,2012-03-08,7.4344
dkk,2012-03-09,7.4352
dkk,2012-03-12,7.4348
dkk,2012-03-13,7.4348
dkk,2012-03-14,7.4349
dkk,2012-03-15,7.4348
dkk,2012-03-16,7.4356
dkk,2012-03-19,7.4356
dkk,2012-03-20,7.4353
dkk,2012-03-21,7.4354
dkk,2012-03-22,7.4359
dkk,2012-03-23,7.4355
dkk,2012-03-26,7.4356
dkk,2012-03-27,7.4357
dkk,2012-03-28,7.4361
dkk,2012-03-29,7.4372
dkk,2012-03-30,7.4399
dkk,2012-04-02,7.4407
dkk,2012-04-03,7.4404
dkk,2012-04-04,7.4397
dkk,2012-04-05,7.4397
dkk,2012-04-10,7.4395
dkk,2012-04-11,7.4379
dkk,2012-04-12,7.4384
dkk,2012-04-13,7.4386
dkk,2012-04-16,7.4389
dkk,2012-04-17,7.4397
dkk,2012-04-18,7.4389
dkk,2012-04-19,7.4389
dkk,2012-04-20,7.4387
dkk,2012-04-23,7.4397
dkk,2012-04-24,7.4402
dkk,2012-04-25,7.4399
dkk,2012-04-26,7.4393
dkk,2012-04-27,7.4385
dkk,2012-04-30,7.4388
dkk,2012-05-02,7.4385
dkk,2012-05-03,7.4378
dkk,2012-05-04,7.4378
dkk,2012-05-07,7.4366
dkk,2012-05-08,7.4367
dkk,2012-05-09,7.435
dkk,2012-05-10,7.4335
dkk,2012-05-11,7.4334
dkk,2012-05-14,7.4333
dkk,2012-05-15,7.4335
dkk,2012-05-16,7.4331
dkk,2012-05-17,7.4328
dkk,2012-05-18,7.4329
dkk,2012-05-21,7.432
dkk,2012-05-22,7.4317
dkk,2012-05-23,7.4316
dkk,2012-05-24,7.4313
dkk,2012-05-25,7.431
dkk,2012-05-28,7.4303
dkk,2012-05-29,7.4307
dkk,2012-05-30,7.4312
dkk,2012-05-31,7.4319
dkk,2012-06-01,7.4307
dkk,2012-06-04,7.4304
dkk,2012-06-05,7.4314
dkk,2012-06-06,7.4323
dkk,2012-06-07,7.4335
dkk,2012-06-08,7.4319
dkk,2012-06-11,7.4329
dkk,2012-06-12,7.4324
dkk,2012-06-13,7.4318
dkk,2012-06-14,7.4312
dkk,2012-06-15,7.4313
dkk,2012-06-18,7.4324
dkk,2012-06-19,7.4333
dkk,2012-06-20,7.4334
dkk,2012-06-21,7.433
dkk,2012-06-22,7.4343
dkk,2012-06-25,7.4335
dkk,2012-06-26,7.4334
dkk,2012-06-27,7.4337
dkk,2012-06-28,7.433
dkk,2012-06-29,7.4334
dkk,2012-07-02,7.4343
dkk,2012-07-03,7.4342
dkk,2012-07-04,7.4366
dkk,2012-07-05,7.4367
dkk,2012-07-06,7.4413
dkk,2012-07-09,7.4387
dkk,2012-07-10,7.438
dkk,2012-07-11,7.4363
dkk,2012-07-12,7.437
dkk,2012-07-13,7.4385
dkk,2012-07-16,7.4397
dkk,2012-07-17,7.4421
dkk,2012-07-18,7.4388
dkk,2012-07-19,7.4387
dkk,2012-07-20,7.4394
dkk,2012-07-23,7.4396
dkk,2012-07-24,7.4392
dkk,2012-07-25,7.4386
dkk,2012-07-26,7.4384
dkk,2012-07-27,7.439
dkk,2012-07-30,7.4385
dkk,2012-07-31,7.4407
dkk,2012-08-01,7.4418
dkk,2012-08-02,7.4417
dkk,2012-08-03,7.4415
dkk,2012-08-06,7.4422
dkk,2012-08-07,7.4437
dkk,2012-08-08,7.4438
dkk,2012-08-09,7.4424
dkk,2012-08-10,7.4427
dkk,2012-08-13,7.4431
dkk,2012-08-14,7.4434
dkk,2012-08-15,7.4435
dkk,2012-08-16,7.4444
dkk,2012-08-17,7.4459
dkk,2012-08-20,7.4456
dkk,2012-08-21,7.4464
dkk,2012-08-22,7.4484
dkk,2012-08-23,7.4481
dkk,2012-08-24,7.4477
dkk,2012-08-27,7.4483
dkk,2012-08-28,7.449
dkk,2012-08-29,7.4502
dkk,2012-08-30,7.45
dkk,2012-08-31,7.4513
dkk,2012-09-03,7.4512
dkk,2012-09-04,7.451
dkk,2012-09-05,7.4509
dkk,2012-09-06,7.4514
dkk,2012-09-07,7.4521
dkk,2012-09-10,7.4521
dkk,2012-09-11,7.4522
dkk,2012-09-12,7.4541
dkk,2012-09-13,7.4536
dkk,2012-09-14,7.4555
dkk,2012-09-17,7.4552
dkk,2012-09-18,7.4539
dkk,2012-09-19,7.4545
dkk,2012-09-20,7.4549
dkk,2012-09-21,7.4549
dkk,2012-09-24,7.4563
dkk,2012-09-25,7.4565
dkk,2012-09-26,7.4561
dkk,2012-09-27,7.456
dkk,2012-09-28,7.4555
dkk,2012-10-01,7.4554
dkk,2012-10-02,7.4554
dkk,2012-10-03,7.4566
dkk,2012-10-04,7.4556
dkk,2012-10-05,7.4556
dkk,2012-10-08,7.4569
dkk,2012-10-09,7.4575
dkk,2012-10-10,7.4582
dkk,2012-10-11,7.4588
dkk,2012-10-12,7.4589
dkk,2012-10-15,7.4591
dkk,2012-10-16,7.4594
dkk,2012-10-17,7.4592
dkk,2012-10-18,7.4593
dkk,2012-10-19,7.459
dkk,2012-10-22,7.4588
dkk,2012-10-23,7.4586
dkk,2012-10-24,7.4592
dkk,2012-10-25,7.4588
dkk,2012-10-26,7.4592
dkk,2012-10-29,7.4597
dkk,2012-10-30,7.4597
dkk,2012-10-31,7.4598
dkk,2012-11-01,7.4597
dkk,2012-11-02,7.4596
dkk,2012-11-05,7.4589
dkk,2012-11-06,7.4602
dkk,2012-11-07,7.4594
dkk,2012-11-08,7.4591
dkk,2012-11-09,7.4579
dkk,2012-11-12,7.4577
dkk,2012-11-13,7.4572
dkk,2012-11-14,7.4581
dkk,2012-11-15,7.4587
dkk,2012-11-16,7.4585
dkk,2012-11-19,7.4584
dkk,2012-11-20,7.4582
dkk,2012-11-21,7.4574
dkk,2012-11-22,7.4577
dkk,2012-11-23,7.4579
dkk,2012-11-26,7.458
dkk,2012-11-27,7.4581
dkk,2012-11-28,7.4592
dkk,2012-11-29,7.4604
dkk,2012-11-30,7.46
dkk,2012-12-03,7.4602
dkk,2012-12-04,7.4604
dkk,2012-12-05,7.4599
dkk,2012-12-06,7.4592
dkk,2012-12-07,7.459
dkk,2012-12-10,7.4591
dkk,2012-12-11,7.4593
dkk,2012-12-12,7.4604
dkk,2012-12-13,7.461
dkk,2012-12-14,7.4613
dkk,2012-12-17,7.4613
dkk,2012-12-18,7.4603
dkk,2012-12-19,7.4608
dkk,2012-12-20,7.4612
dkk,2012-12-21,7.4612
dkk,2012-12-24,7.4616
dkk,2012-12-27,7.4602
dkk,2012-12-28,7.4604
dkk,2012-12-31,7.461
dkk,2013-01-02,7.4602
dkk,2013-01-03,7.4599
dkk,2013-01-04,7.4591
dkk,2013-01-07,7.4597
dkk,2013-01-08,7.4603
dkk,2013-01-09,7.4606
dkk,2013-01-10,7.4607
dkk,2013-01-11,7.4611
dkk,2013-01-14,7.4626
dkk,2013-01-15,7.4625
dkk,2013-01-16,7.4624
dkk,2013-01-17,7.4626
dkk,2013-01-18,7.4631
dkk,2013-01-21,7.4633
dkk,2013-01-22,7.4636
dkk,2013-01-23,7.4629
dkk,2013-01-24,7.462
dkk,2013-01-25,7.4626
dkk,2013-01-28,7.4605
dkk,2013-01-29,7.4595
dkk,2013-01-30,7.4609
dkk,2013-01-31,7.4613
dkk,2013-02-01,7.4602
dkk,2013-02-04,7.4599
dkk,2013-02-05,7.4595
dkk,2013-02-06,7.4597
dkk,2013-02-07,7.4605
dkk,2013-02-08,7.4603
dkk,2013-02-11,7.4617
dkk,2013-02-12,7.4615
dkk,2013-02-13,7.4616
dkk,2013-02-14,7.4604
dkk,2013-02-15,7.4589
dkk,2013-02-18,7.4596
dkk,2013-02-19,7.4599
dkk,2013-02-20,7.4604
dkk,2013-02-21,7.4596
dkk,2013-02-22,7.4596
dkk,2013-02-25,7.4614
dkk,2013-02-26,7.4589
dkk,2013-02-27,7.4566
dkk,2013-02-28,7.456
dkk,2013-03-01,7.4562
dkk,2013-03-04,7.4555
dkk,2013-03-05,7.4557
dkk,2013-03-06,7.4556
dkk,2013-03-07,7.4546
dkk,2013-03-08,7.4573
dkk,2013-03-11,7.4569
dkk,2013-03-12,7.4577
dkk,2013-03-13,7.457
dkk,2013-03-14,7.4575
dkk,2013-03-15,7.4581
dkk,2013-03-18,7.4547
dkk,2013-03-19,7.4555
dkk,2013-03-20,7.4532
dkk,2013-03-21,7.4531
dkk,2013-03-22,7.4527
dkk,2013-03-25,7.4542
dkk,2013-03-26,7.4527
dkk,2013-03-27,7.4528
dkk,2013-03-28,7.4553
dkk,2013-04-02,7.4548
dkk,2013-04-03,7.4535
dkk,2013-04-04,7.4534
dkk,2013-04-05,7.4547
dkk,2013-04-08,7.4543
dkk,2013-04-09,7.4558
dkk,2013-04-10,7.4563
dkk,2013-04-11,7.4563
dkk,2013-04-12,7.4552
dkk,2013-04-15,7.456
dkk,2013-04-16,7.4557
dkk,2013-04-17,7.4562
dkk,2013-04-18,7.4553
dkk,2013-04-19,7.4559
dkk,2013-04-22,7.4549
dkk,2013-04-23,7.4541
dkk,2013-04-24,7.4553
dkk,2013-04-25,7.4559
dkk,2013-04-26,7.4559
dkk,2013-04-29,7.4564
dkk,2013-04-30,7.456
dkk,2013-05-02,7.4559
dkk,2013-05-03,7.4533
dkk,2013-05-06,7.4528
dkk,2013-05-07,7.4526
dkk,2013-05-08,7.4535
dkk,2013-05-09,7.4535
dkk,2013-05-10,7.455
dkk,2013-05-13,7.4534
dkk,2013-05-14,7.4531
dkk,2013-05-15,7.4539
dkk,2013-05-16,7.4529
dkk,2013-05-17,7.4524
dkk,2013-05-20,7.4528
dkk,2013-05-21,7.4527
dkk,2013-05-22,7.4535
dkk,2013-05-23,7.4541
dkk,2013-05-24,7.4539
dkk,2013-05-27,7.4531
dkk,2013-05-28,7.4527
dkk,2013-05-29,7.4539
dkk,2013-05-30,7.4546
dkk,2013-05-31,7.4557
dkk,2013-06-03,7.4542
dkk,2013-06-04,7.4545
dkk,2013-06-05,7.4545
dkk,2013-06-06,7.4548
dkk,2013-06-07,7.4558
dkk,2013-06-10,7.456
dkk,2013-06-11,7.4575
dkk,2013-06-12,7.4571
dkk,2013-06-13,7.4591
dkk,2013-06-14,7.4582
dkk,2013-06-17,7.4586
dkk,2013-06-18,7.4595
dkk,2013-06-19,7.4596
dkk,2013-06-20,7.4588
dkk,2013-06-21,7.4582
dkk,2013-06-24,7.459
dkk,2013-06-25,7.4593
dkk,2013-06-26,7.4599
dkk,2013-06-27,7.4593
dkk,2013-06-28,7.4588
dkk,2013-07-01,7.4591
dkk,2013-07-02,7.4601
dkk,2013-07-03,7.4605
dkk,2013-07-04,7.4603
dkk,2013-07-05,7.4593
dkk,2013-07-08,7.4594
dkk,2013-07-09,7.4587
dkk,2013-07-10,7.4584
dkk,2013-07-11,7.4584
dkk,2013-07-12,7.4581
dkk,2013-07-15,7.4576
dkk,2013-07-16,7.4571
dkk,2013-07-17,7.4573
dkk,2013-07-18,7.4573
dkk,2013-07-19,7.4573
dkk,2013-07-22,7.4579
dkk,2013-07-23,7.4587
dkk,2013-07-24,7.4583
dkk,2013-07-25,7.4568
dkk,2013-07-26,7.4563
dkk,2013-07-29,7.456
dkk,2013-07-30,7.4549
dkk,2013-07-31,7.4545
dkk,2013-08-01,7.4551
dkk,2013-08-02,7.4547
dkk,2013-08-05,7.4554
dkk,2013-08-06,7.4567
dkk,2013-08-07,7.4571
dkk,2013-08-08,7.4574
dkk,2013-08-09,7.4588
dkk,2013-08-12,7.4592
dkk,2013-08-13,7.4592
dkk,2013-08-14,7.4583
dkk,2013-08-15,7.4581
dkk,2013-08-16,7.4575
dkk,2013-08-19,7.4571
dkk,2013-08-20,7.4579
dkk,2013-08-21,7.4585
dkk,2013-08-22,7.4589
dkk,2013-08-23,7.4588
dkk,2013-08-26,7.4591
dkk,2013-08-27,7.4597
dkk,2013-08-28,7.4597
dkk,2013-08-29,7.4594
dkk,2013-08-30,7.4594
dkk,2013-09-02,7.4593
dkk,2013-09-03,7.4591
dkk,2013-09-04,7.4582
dkk,2013-09-05,7.4584
dkk,2013-09-06,7.4588
dkk,2013-09-09,7.4589
dkk,2013-09-10,7.4585
dkk,2013-09-11,7.4587
dkk,2013-09-12,7.4579
dkk,2013-09-13,7.4573
dkk,2013-09-16,7.4566
dkk,2013-09-17,7.4572
dkk,2013-09-18,7.4579
dkk,2013-09-19,7.4577
dkk,2013-09-20,7.4568
dkk,2013-09-23,7.4576
dkk,2013-09-24,7.4571
dkk,2013-09-25,7.4577
dkk,2013-09-26,7.4577
dkk,2013-09-27,7.4573
dkk,2013-09-30,7.458
dkk,2013-10-01,7.4582
dkk,2013-10-02,7.4586
dkk,2013-10-03,7.4597
dkk,2013-10-04,7.4598
dkk,2013-10-07,7.4597
dkk,2013-10-08,7.4599
dkk,2013-10-09,7.4595
dkk,2013-10-10,7.4594
dkk,2013-10-11,7.4593
dkk,2013-10-14,7.4589
dkk,2013-10-15,7.4588
dkk,2013-10-16,7.4589
dkk,2013-10-17,7.4589
dkk,2013-10-18,7.4586
dkk,2013-10-21,7.4593
dkk,2013-10-22,7.4596
dkk,2013-10-23,7.4596
dkk,2013-10-24,7.4596
dkk,2013-10-25,7.459
dkk,2013-10-28,7.4596
dkk,2013-10-29,7.4589
dkk,2013-10-30,7.4586
dkk,2013-10-31,7.4587
dkk,2013-11-01,7.4584
dkk,2013-11-04,7.4584
dkk,2013-11-05,7.4583
dkk,2013-11-06,7.4593
dkk,2013-11-07,7.4587
dkk,2013-11-08,7.4586
dkk,2013-11-11,7.4586
dkk,2013-11-12,7.458
dkk,2013-11-13,7.4589
dkk,2013-11-14,7.4589
dkk,2013-11-15,7.4588
dkk,2013-11-18,7.4588
dkk,2013-11-19,7.4585
dkk,2013-11-20,7.459
dkk,2013-11-21,7.4589
dkk,2013-11-22,7.4586
dkk,2013-11-25,7.4585
dkk,2013-11-26,7.4585
dkk,2013-11-27,7.4586
dkk,2013-11-28,7.4586
dkk,2013-11-29,7.4589
dkk,2013-12-02,7.4598
dkk,2013-12-03,7.4594
dkk,2013-12-04,7.4594
dkk,2013-12-05,7.4596
dkk,2013-12-06,7.46
dkk,2013-12-09,7.4602
dkk,2013-12-10,7.4604
dkk,2013-12-11,7.4606
dkk,2013-12-12,7.4607
dkk,2013-12-13,7.4611
dkk,2013-12-16,7.4605
